natural_language_query,sql_query
Remove records from orders where customer id is less than 14,DELETE FROM orders WHERE customer_id < 14;
List all customers where email is greater than frank.harris@example.com,SELECT * FROM customers WHERE email > frank.harris@example.com;
Change salary to 60000 in employees where age is 41,UPDATE employees SET salary = '60000' WHERE age = '41';
List all products where price is greater than 1900,SELECT * FROM products WHERE price > 1900;
"Add a new record to the orders with values 26, 600, 2022-05-30","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (26, 600, '2022-05-30');"
Get name and count of records from customers grouped by name having count greater than 6,"SELECT name, COUNT(*) FROM customers GROUP BY name HAVING COUNT(*) > 6;"
List all order items where quantity is greater than 20,SELECT * FROM order_items WHERE quantity > 20;
List all order items where order id is greater than 55,SELECT * FROM order_items WHERE order_id > 55;
List all products where stock is greater than 30,SELECT * FROM products WHERE stock > 30;
Change name to Desk Chair in products where stock is 80,UPDATE products SET name = 'Desk' Chair WHERE stock = '80';
Change salary to 90000 in employees where age is 36,UPDATE employees SET salary = '90000' WHERE age = '36';
List all orders where total amount is greater than 2850,SELECT * FROM orders WHERE total_amount > 2850;
"Add a new record to the customers with values Frank Harris, helen.martin@example.com, 2021-11-05","INSERT INTO customers (name, email, signup_date) VALUES ('Frank Harris', 'helen.martin@example.com', '2021-11-05');"
"Add a new record to the orders with values 10, 3500, 2022-01-10","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (10, 3500, '2022-01-10');"
List all employees where salary is greater than 85000,SELECT * FROM employees WHERE salary > 85000;
Get stock and count of records from products grouped by stock having count greater than 9,"SELECT stock, COUNT(*) FROM products GROUP BY stock HAVING COUNT(*) > 9;"
Change name to Desk Chair in products where name is Laptop,UPDATE products SET name = 'Desk' Chair WHERE name = 'Laptop';
"Add a new record to the employees with values Bob Lee, 29, Engineering, 60000","INSERT INTO employees (name, age, department, salary) VALUES ('Bob Lee', 29, 'Engineering', 60000);"
"Add a new record to the customers with values David Brown, frank.harris@example.com, 2021-11-05","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'frank.harris@example.com', '2021-11-05');"
"Add a new record to the orders with values 45, 2200, 2022-04-25","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (45, 2200, '2022-04-25');"
Change age to 60 in employees where department is HR,UPDATE employees SET age = '60' WHERE department = 'HR';
"Add a new record to the customers with values Emma Wilson, david.brown@example.com, 2021-01-15","INSERT INTO customers (name, email, signup_date) VALUES ('Emma Wilson', 'david.brown@example.com', '2021-01-15');"
Change customer id to 48 in orders where customer id is 38,UPDATE orders SET customer_id = '48' WHERE customer_id = '38';
List all products where price is greater than 1000,SELECT * FROM products WHERE price > 1000;
Remove records from employees where age is less than 60,DELETE FROM employees WHERE age < 60;
List all customers where name is greater than Grace Lee,SELECT * FROM customers WHERE name > Grace Lee;
"Add a new record to the products with values Keyboard, 400, 30","INSERT INTO products (name, price, stock) VALUES ('Keyboard', 400, 30);"
List all products where name is greater than Keyboard,SELECT * FROM products WHERE name > Keyboard;
Remove records from orders where total amount is less than 1800,DELETE FROM orders WHERE total_amount < 1800;
"Add a new record to the customers with values David Brown, frank.harris@example.com, 2022-03-10","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'frank.harris@example.com', '2022-03-10');"
"Add a new record to the products with values Keyboard, 1900, 300","INSERT INTO products (name, price, stock) VALUES ('Keyboard', 1900, 300);"
Change age to 59 in employees where name is Alice Johnson,UPDATE employees SET age = '59' WHERE name = 'Alice' Johnson;
"Add a new record to the employees with values Bob Lee, 54, Marketing, 45000","INSERT INTO employees (name, age, department, salary) VALUES ('Bob Lee', 54, 'Marketing', 45000);"
"Add a new record to the products with values Laptop, 900, 370","INSERT INTO products (name, price, stock) VALUES ('Laptop', 900, 370);"
Remove records from employees where salary is less than 120000,DELETE FROM employees WHERE salary < 120000;
Change order date to 2022-02-14 in orders where id is 1,UPDATE orders SET order_date = ''2022-02-14'' WHERE id = '1';
"Add a new record to the employees with values Jane Smith, 29, Sales, 75000","INSERT INTO employees (name, age, department, salary) VALUES ('Jane Smith', 29, 'Sales', 75000);"
Get order date and count of records from orders grouped by order date having count greater than 5,"SELECT order_date, COUNT(*) FROM orders GROUP BY order_date HAVING COUNT(*) > 5;"
Change salary to 55000 in employees where department is Sales,UPDATE employees SET salary = '55000' WHERE department = 'Sales';
Get name and count of records from products grouped by name having count greater than 3,"SELECT name, COUNT(*) FROM products GROUP BY name HAVING COUNT(*) > 3;"
Change name to John Doe in employees where id is 1,UPDATE employees SET name = 'John' Doe WHERE id = '1';
List all orders where total amount is greater than 4650,SELECT * FROM orders WHERE total_amount > 4650;
Change total amount to 3200 in orders where total amount is 1950,UPDATE orders SET total_amount = '3200' WHERE total_amount = '1950';
Get quantity and count of records from order items grouped by quantity having count greater than 9,"SELECT quantity, COUNT(*) FROM order_items GROUP BY quantity HAVING COUNT(*) > 9;"
"Add a new record to the employees with values Alice Johnson, 36, Finance, 35000","INSERT INTO employees (name, age, department, salary) VALUES ('Alice Johnson', 36, 'Finance', 35000);"
Change order date to 2022-03-20 in orders where order date is 2022-01-10,UPDATE orders SET order_date = '2022-03-20' WHERE order_date = '2022-01-10';
"Add a new record to the customers with values David Brown, helen.martin@example.com, 2020-07-23","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'helen.martin@example.com', '2020-07-23');"
"Add a new record to the orders with values 29, 2050, 2022-03-20","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (29, 2050, '2022-03-20');"
Get name and count of records from employees grouped by name having count greater than 1,"SELECT name, COUNT(*) FROM employees GROUP BY name HAVING COUNT(*) > 1;"
List all customers where name is greater than Frank Harris,SELECT * FROM customers WHERE name > Frank Harris;
Get name and count of records from employees grouped by name having count greater than 5,"SELECT name, COUNT(*) FROM employees GROUP BY name HAVING COUNT(*) > 5;"
"Add a new record to the customers with values Helen Martin, frank.harris@example.com, 2022-03-10","INSERT INTO customers (name, email, signup_date) VALUES ('Helen Martin', 'frank.harris@example.com', '2022-03-10');"
Get order id and count of records from order items grouped by order id having count greater than 6,"SELECT order_id, COUNT(*) FROM order_items GROUP BY order_id HAVING COUNT(*) > 6;"
List all order items where product id is greater than 8,SELECT * FROM order_items WHERE product_id > 8;
Change total amount to 1350 in orders where order date is 2022-02-14,UPDATE orders SET total_amount = '1350' WHERE order_date = '2022-02-14';
Change customer id to 37 in orders where total amount is 950,UPDATE orders SET customer_id = '37' WHERE total_amount = '950';
Change order date to 2022-04-25 in orders where total amount is 3300,UPDATE orders SET order_date = '2022-04-25' WHERE total_amount = '3300';
"Add a new record to the employees with values Alice Johnson, 41, Finance, 115000","INSERT INTO employees (name, age, department, salary) VALUES ('Alice Johnson', 41, 'Finance', 115000);"
Change age to 47 in employees where id is 1,UPDATE employees SET age = '47' WHERE id = '1';
Change order date to 2022-01-10 in orders where total amount is 1400,UPDATE orders SET order_date = '2022-01-10' WHERE total_amount = '1400';
Change customer id to 45 in orders where customer id is 11,UPDATE orders SET customer_id = '45' WHERE customer_id = '11';
List all employees where department is greater than HR,SELECT * FROM employees WHERE department > HR;
List all order items sorted by order id,SELECT * FROM order_items ORDER BY order_id;
List all employees where salary is greater than 70000,SELECT * FROM employees WHERE salary > 70000;
List all employees where department is greater than Sales,SELECT * FROM employees WHERE department > Sales;
"Add a new record to the customers with values David Brown, david.brown@example.com, 2021-11-05","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'david.brown@example.com', '2021-11-05');"
List all order items where product id is greater than 15,SELECT * FROM order_items WHERE product_id > 15;
Change department to Marketing in employees where id is 1,UPDATE employees SET department = 'Marketing' WHERE id = '1';
Remove records from orders where total amount is less than 3400,DELETE FROM orders WHERE total_amount < 3400;
Get age and count of records from employees grouped by age having count greater than 2,"SELECT age, COUNT(*) FROM employees GROUP BY age HAVING COUNT(*) > 2;"
Remove records from orders where total amount is less than 1750,DELETE FROM orders WHERE total_amount < 1750;
Remove records from orders where order date is less than 2022-01-10,DELETE FROM orders WHERE order_date < 2022-01-10;
List all products where stock is greater than 150,SELECT * FROM products WHERE stock > 150;
Change name to Carol King in employees where salary is 50000,UPDATE employees SET name = 'Carol' King WHERE salary = '50000';
List all order items where quantity is greater than 1,SELECT * FROM order_items WHERE quantity > 1;
Get total amount and count of records from orders grouped by total amount having count greater than 10,"SELECT total_amount, COUNT(*) FROM orders GROUP BY total_amount HAVING COUNT(*) > 10;"
Get the total customer id from orders,SELECT SUM(customer_id) FROM orders;
Change price to 2000 in products where id is 1,UPDATE products SET price = '2000' WHERE id = '1';
Change customer id to 48 in orders where total amount is 2300,UPDATE orders SET customer_id = '48' WHERE total_amount = '2300';
Get customer id and count of records from orders grouped by customer id having count greater than 10,"SELECT customer_id, COUNT(*) FROM orders GROUP BY customer_id HAVING COUNT(*) > 10;"
Change stock to 120 in products where stock is 410,UPDATE products SET stock = '120' WHERE stock = '410';
List all employees where department is greater than Engineering,SELECT * FROM employees WHERE department > Engineering;
List all order items where order id is greater than 68,SELECT * FROM order_items WHERE order_id > 68;
List all customers sorted by email,SELECT * FROM customers ORDER BY email;
Change customer id to 31 in orders where customer id is 8,UPDATE orders SET customer_id = '31' WHERE customer_id = '8';
Get total amount and count of records from orders grouped by total amount having count greater than 4,"SELECT total_amount, COUNT(*) FROM orders GROUP BY total_amount HAVING COUNT(*) > 4;"
"Add a new record to the employees with values Carol King, 44, Sales, 110000","INSERT INTO employees (name, age, department, salary) VALUES ('Carol King', 44, 'Sales', 110000);"
"Add a new record to the employees with values John Doe, 34, Sales, 50000","INSERT INTO employees (name, age, department, salary) VALUES ('John Doe', 34, 'Sales', 50000);"
Get customer id and count of records from orders grouped by customer id having count greater than 4,"SELECT customer_id, COUNT(*) FROM orders GROUP BY customer_id HAVING COUNT(*) > 4;"
Remove records from employees where age is less than 33,DELETE FROM employees WHERE age < 33;
List all order items where order id is greater than 63,SELECT * FROM order_items WHERE order_id > 63;
Change stock to 450 in products where id is 1,UPDATE products SET stock = '450' WHERE id = '1';
Get name and count of records from employees grouped by name having count greater than 7,"SELECT name, COUNT(*) FROM employees GROUP BY name HAVING COUNT(*) > 7;"
"Add a new record to the orders with values 5, 2650, 2022-05-30","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (5, 2650, '2022-05-30');"
Change customer id to 31 in orders where order date is 2022-01-10,UPDATE orders SET customer_id = '31' WHERE order_date = '2022-01-10';
List all products where price is greater than 500,SELECT * FROM products WHERE price > 500;
"Add a new record to the customers with values David Brown, helen.martin@example.com, 2022-03-10","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'helen.martin@example.com', '2022-03-10');"
Get age and count of records from employees grouped by age having count greater than 9,"SELECT age, COUNT(*) FROM employees GROUP BY age HAVING COUNT(*) > 9;"
List all orders where total amount is greater than 2800,SELECT * FROM orders WHERE total_amount > 2800;
Get quantity and count of records from order items grouped by quantity having count greater than 10,"SELECT quantity, COUNT(*) FROM order_items GROUP BY quantity HAVING COUNT(*) > 10;"
Remove records from employees where salary is less than 60000,DELETE FROM employees WHERE salary < 60000;
Change stock to 380 in products where name is Desk Chair,UPDATE products SET stock = '380' WHERE name = 'Desk' Chair;
List all products where name is greater than Laptop,SELECT * FROM products WHERE name > Laptop;
Remove records from orders where customer id is less than 46,DELETE FROM orders WHERE customer_id < 46;
Change stock to 260 in products where price is 1600,UPDATE products SET stock = '260' WHERE price = '1600';
Change customer id to 17 in orders where total amount is 2100,UPDATE orders SET customer_id = '17' WHERE total_amount = '2100';
List all orders where total amount is greater than 3100,SELECT * FROM orders WHERE total_amount > 3100;
"Add a new record to the orders with values 17, 4450, 2022-02-14","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (17, 4450, '2022-02-14');"
Get name and count of records from customers grouped by name having count greater than 5,"SELECT name, COUNT(*) FROM customers GROUP BY name HAVING COUNT(*) > 5;"
List all employees where salary is greater than 105000,SELECT * FROM employees WHERE salary > 105000;
Remove records from products where price is less than 800,DELETE FROM products WHERE price < 800;
List all products sorted by name,SELECT * FROM products ORDER BY name;
"Add a new record to the orders with values 36, 150, 2022-03-20","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (36, 150, '2022-03-20');"
Get email and count of records from customers grouped by email having count greater than 10,"SELECT email, COUNT(*) FROM customers GROUP BY email HAVING COUNT(*) > 10;"
Change stock to 320 in products where name is Desk Chair,UPDATE products SET stock = '320' WHERE name = 'Desk' Chair;
"Add a new record to the orders with values 50, 1900, 2022-03-20","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (50, 1900, '2022-03-20');"
Change name to Desk Chair in products where stock is 100,UPDATE products SET name = 'Desk' Chair WHERE stock = '100';
"Add a new record to the products with values Desk Chair, 1600, 220","INSERT INTO products (name, price, stock) VALUES ('Desk Chair', 1600, 220);"
Get order id and count of records from order items grouped by order id having count greater than 10,"SELECT order_id, COUNT(*) FROM order_items GROUP BY order_id HAVING COUNT(*) > 10;"
"Add a new record to the employees with values Bob Lee, 28, HR, 55000","INSERT INTO employees (name, age, department, salary) VALUES ('Bob Lee', 28, 'HR', 55000);"
Change department to Engineering in employees where id is 1,UPDATE employees SET department = 'Engineering' WHERE id = '1';
"Add a new record to the customers with values David Brown, emma.wilson@example.com, 2021-11-05","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'emma.wilson@example.com', '2021-11-05');"
Remove records from employees where salary is less than 70000,DELETE FROM employees WHERE salary < 70000;
List all products where stock is greater than 270,SELECT * FROM products WHERE stock > 270;
Get salary and count of records from employees grouped by salary having count greater than 7,"SELECT salary, COUNT(*) FROM employees GROUP BY salary HAVING COUNT(*) > 7;"
List all employees where age is greater than 29,SELECT * FROM employees WHERE age > 29;
List all order items sorted by product id,SELECT * FROM order_items ORDER BY product_id;
Change total amount to 2500 in orders where order date is 2022-02-14,UPDATE orders SET total_amount = '2500' WHERE order_date = '2022-02-14';
List all products where stock is greater than 350,SELECT * FROM products WHERE stock > 350;
List all order items where quantity is greater than 3,SELECT * FROM order_items WHERE quantity > 3;
Remove records from orders where customer id is less than 2,DELETE FROM orders WHERE customer_id < 2;
"Add a new record to the orders with values 7, 3950, 2022-01-10","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (7, 3950, '2022-01-10');"
Remove records from orders where order date is less than 2022-04-25,DELETE FROM orders WHERE order_date < 2022-04-25;
Get name and count of records from employees grouped by name having count greater than 6,"SELECT name, COUNT(*) FROM employees GROUP BY name HAVING COUNT(*) > 6;"
"Add a new record to the employees with values Alice Johnson, 31, HR, 120000","INSERT INTO employees (name, age, department, salary) VALUES ('Alice Johnson', 31, 'HR', 120000);"
Change age to 53 in employees where salary is 95000,UPDATE employees SET age = '53' WHERE salary = '95000';
List all orders where customer id is greater than 25,SELECT * FROM orders WHERE customer_id > 25;
"Add a new record to the orders with values 17, 4000, 2022-04-25","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (17, 4000, '2022-04-25');"
"Add a new record to the employees with values John Doe, 42, Engineering, 100000","INSERT INTO employees (name, age, department, salary) VALUES ('John Doe', 42, 'Engineering', 100000);"
"Add a new record to the orders with values 21, 3500, 2022-03-20","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (21, 3500, '2022-03-20');"
Change total amount to 2000 in orders where customer id is 37,UPDATE orders SET total_amount = '2000' WHERE customer_id = '37';
"Add a new record to the orders with values 50, 2100, 2022-04-25","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (50, 2100, '2022-04-25');"
Remove records from orders where total amount is less than 450,DELETE FROM orders WHERE total_amount < 450;
"Add a new record to the products with values Laptop, 900, 60","INSERT INTO products (name, price, stock) VALUES ('Laptop', 900, 60);"
"Add a new record to the products with values Laptop, 1500, 470","INSERT INTO products (name, price, stock) VALUES ('Laptop', 1500, 470);"
"Add a new record to the employees with values Bob Lee, 46, Engineering, 55000","INSERT INTO employees (name, age, department, salary) VALUES ('Bob Lee', 46, 'Engineering', 55000);"
Change name to Keyboard in products where price is 1800,UPDATE products SET name = 'Keyboard' WHERE price = '1800';
Get name and count of records from customers grouped by name having count greater than 7,"SELECT name, COUNT(*) FROM customers GROUP BY name HAVING COUNT(*) > 7;"
Get name and count of records from products grouped by name having count greater than 7,"SELECT name, COUNT(*) FROM products GROUP BY name HAVING COUNT(*) > 7;"
"Add a new record to the customers with values David Brown, david.brown@example.com, 2022-03-10","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'david.brown@example.com', '2022-03-10');"
Change price to 1600 in products where stock is 180,UPDATE products SET price = '1600' WHERE stock = '180';
"Add a new record to the orders with values 33, 2050, 2022-03-20","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (33, 2050, '2022-03-20');"
List all products where name is greater than Desk Chair,SELECT * FROM products WHERE name > Desk Chair;
Remove records from employees where salary is less than 65000,DELETE FROM employees WHERE salary < 65000;
Change total amount to 4650 in orders where total amount is 3700,UPDATE orders SET total_amount = '4650' WHERE total_amount = '3700';
Change stock to 480 in products where id is 1,UPDATE products SET stock = '480' WHERE id = '1';
"Add a new record to the customers with values Grace Lee, grace.lee@example.com, 2021-11-05","INSERT INTO customers (name, email, signup_date) VALUES ('Grace Lee', 'grace.lee@example.com', '2021-11-05');"
Get product id and count of records from order items grouped by product id having count greater than 5,"SELECT product_id, COUNT(*) FROM order_items GROUP BY product_id HAVING COUNT(*) > 5;"
List all employees where salary is greater than 50000,SELECT * FROM employees WHERE salary > 50000;
List all customers where signup date is greater than 2021-01-15,SELECT * FROM customers WHERE signup_date > 2021-01-15;
Remove records from orders where customer id is less than 22,DELETE FROM orders WHERE customer_id < 22;
List all orders where total amount is greater than 3750,SELECT * FROM orders WHERE total_amount > 3750;
Change customer id to 9 in orders where total amount is 4650,UPDATE orders SET customer_id = '9' WHERE total_amount = '4650';
Get the total age from employees,SELECT SUM(age) FROM employees;
List all employees where age is greater than 48,SELECT * FROM employees WHERE age > 48;
List all order items where order id is greater than 28,SELECT * FROM order_items WHERE order_id > 28;
Change price to 1800 in products where name is Smartphone,UPDATE products SET price = '1800' WHERE name = 'Smartphone';
Change customer id to 32 in orders where id is 1,UPDATE orders SET customer_id = '32' WHERE id = '1';
"Add a new record to the products with values Keyboard, 1400, 490","INSERT INTO products (name, price, stock) VALUES ('Keyboard', 1400, 490);"
List all order items,SELECT * FROM order_items;
Get order id and count of records from order items grouped by order id having count greater than 3,"SELECT order_id, COUNT(*) FROM order_items GROUP BY order_id HAVING COUNT(*) > 3;"
"Add a new record to the products with values Smartphone, 1300, 170","INSERT INTO products (name, price, stock) VALUES ('Smartphone', 1300, 170);"
List all customers where name is greater than Emma Wilson,SELECT * FROM customers WHERE name > Emma Wilson;
List all customers where id not in (select customer id from orders),SELECT * FROM customers WHERE id NOT IN (SELECT customer_id FROM orders);
List all employees where salary is greater than 30000,SELECT * FROM employees WHERE salary > 30000;
Remove records from products where stock is less than 330,DELETE FROM products WHERE stock < 330;
"Add a new record to the customers with values David Brown, helen.martin@example.com, 2021-11-05","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'helen.martin@example.com', '2021-11-05');"
Change price to 200 in products where price is 1700,UPDATE products SET price = '200' WHERE price = '1700';
Change customer id to 35 in orders where customer id is 36,UPDATE orders SET customer_id = '35' WHERE customer_id = '36';
List all products where stock is greater than 20,SELECT * FROM products WHERE stock > 20;
Remove records from products where stock is less than 320,DELETE FROM products WHERE stock < 320;
List all customers where signup date is greater than 2021-11-05,SELECT * FROM customers WHERE signup_date > 2021-11-05;
Remove records from orders where total amount is less than 4400,DELETE FROM orders WHERE total_amount < 4400;
"Add a new record to the employees with values Alice Johnson, 41, Engineering, 60000","INSERT INTO employees (name, age, department, salary) VALUES ('Alice Johnson', 41, 'Engineering', 60000);"
Change name to Monitor in products where id is 1,UPDATE products SET name = 'Monitor' WHERE id = '1';
"Add a new record to the employees with values John Doe, 50, Finance, 120000","INSERT INTO employees (name, age, department, salary) VALUES ('John Doe', 50, 'Finance', 120000);"
"Add a new record to the products with values Monitor, 600, 160","INSERT INTO products (name, price, stock) VALUES ('Monitor', 600, 160);"
Change name to Bob Lee in employees where department is Marketing,UPDATE employees SET name = 'Bob' Lee WHERE department = 'Marketing';
List all employees sorted by department,SELECT * FROM employees ORDER BY department;
"Add a new record to the orders with values 19, 4700, 2022-04-25","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (19, 4700, '2022-04-25');"
Change total amount to 1500 in orders where order date is 2022-04-25,UPDATE orders SET total_amount = '1500' WHERE order_date = '2022-04-25';
Get department and count of records from employees grouped by department having count greater than 10,"SELECT department, COUNT(*) FROM employees GROUP BY department HAVING COUNT(*) > 10;"
List all employees where age is greater than 36,SELECT * FROM employees WHERE age > 36;
List all products where stock is greater than 70,SELECT * FROM products WHERE stock > 70;
Get salary and count of records from employees grouped by salary having count greater than 9,"SELECT salary, COUNT(*) FROM employees GROUP BY salary HAVING COUNT(*) > 9;"
Remove records from orders where order date is less than 2022-03-20,DELETE FROM orders WHERE order_date < 2022-03-20;
Change stock to 300 in products where id is 1,UPDATE products SET stock = '300' WHERE id = '1';
"Add a new record to the customers with values Helen Martin, helen.martin@example.com, 2020-12-30","INSERT INTO customers (name, email, signup_date) VALUES ('Helen Martin', 'helen.martin@example.com', '2020-12-30');"
Change total amount to 4900 in orders where id is 1,UPDATE orders SET total_amount = '4900' WHERE id = '1';
Change salary to 45000 in employees where age is 49,UPDATE employees SET salary = '45000' WHERE age = '49';
"Add a new record to the products with values Monitor, 800, 110","INSERT INTO products (name, price, stock) VALUES ('Monitor', 800, 110);"
Change total amount to 4850 in orders where customer id is 22,UPDATE orders SET total_amount = '4850' WHERE customer_id = '22';
Change total amount to 3250 in orders where order date is 2022-04-25,UPDATE orders SET total_amount = '3250' WHERE order_date = '2022-04-25';
List all orders where customer id is greater than 45,SELECT * FROM orders WHERE customer_id > 45;
"Add a new record to the products with values Desk Chair, 1800, 120","INSERT INTO products (name, price, stock) VALUES ('Desk Chair', 1800, 120);"
Get signup date and count of records from customers grouped by signup date having count greater than 4,"SELECT signup_date, COUNT(*) FROM customers GROUP BY signup_date HAVING COUNT(*) > 4;"
Get total amount and count of records from orders grouped by total amount having count greater than 2,"SELECT total_amount, COUNT(*) FROM orders GROUP BY total_amount HAVING COUNT(*) > 2;"
Get total amount and count of records from orders grouped by total amount having count greater than 6,"SELECT total_amount, COUNT(*) FROM orders GROUP BY total_amount HAVING COUNT(*) > 6;"
Remove records from orders where total amount is less than 550,DELETE FROM orders WHERE total_amount < 550;
Change total amount to 4500 in orders where order date is 2022-04-25,UPDATE orders SET total_amount = '4500' WHERE order_date = '2022-04-25';
Change age to 54 in employees where id is 1,UPDATE employees SET age = '54' WHERE id = '1';
List all products where name is greater than Smartphone,SELECT * FROM products WHERE name > Smartphone;
Get the total name from products,SELECT SUM(total_amount) FROM products;
"Add a new record to the employees with values John Doe, 33, Sales, 75000","INSERT INTO employees (name, age, department, salary) VALUES ('John Doe', 33, 'Sales', 75000);"
Change salary to 85000 in employees where id is 1,UPDATE employees SET salary = '85000' WHERE id = '1';
Change age to 48 in employees where id is 1,UPDATE employees SET age = '48' WHERE id = '1';
List all order items where quantity is greater than 15,SELECT * FROM order_items WHERE quantity > 15;
Get age and count of records from employees grouped by age having count greater than 8,"SELECT age, COUNT(*) FROM employees GROUP BY age HAVING COUNT(*) > 8;"
Get department and count of records from employees grouped by department having count greater than 3,"SELECT department, COUNT(*) FROM employees GROUP BY department HAVING COUNT(*) > 3;"
List all order items where quantity is greater than 9,SELECT * FROM order_items WHERE quantity > 9;
"Add a new record to the orders with values 44, 3000, 2022-03-20","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (44, 3000, '2022-03-20');"
Remove records from orders where total amount is less than 3650,DELETE FROM orders WHERE total_amount < 3650;
Get age and count of records from employees grouped by age having count greater than 5,"SELECT age, COUNT(*) FROM employees GROUP BY age HAVING COUNT(*) > 5;"
List all products where stock is greater than 430,SELECT * FROM products WHERE stock > 430;
Get name and count of records from employees grouped by name having count greater than 8,"SELECT name, COUNT(*) FROM employees GROUP BY name HAVING COUNT(*) > 8;"
Get product id and count of records from order items grouped by product id having count greater than 6,"SELECT product_id, COUNT(*) FROM order_items GROUP BY product_id HAVING COUNT(*) > 6;"
Remove records from orders where total amount is less than 4800,DELETE FROM orders WHERE total_amount < 4800;
Change stock to 140 in products where stock is 60,UPDATE products SET stock = '140' WHERE stock = '60';
Get stock and count of records from products grouped by stock having count greater than 5,"SELECT stock, COUNT(*) FROM products GROUP BY stock HAVING COUNT(*) > 5;"
List all customers where signup date is greater than 2020-07-23,SELECT * FROM customers WHERE signup_date > 2020-07-23;
List all products where stock is greater than 310,SELECT * FROM products WHERE stock > 310;
Change total amount to 2700 in orders where total amount is 3400,UPDATE orders SET total_amount = '2700' WHERE total_amount = '3400';
"Add a new record to the orders with values 28, 4050, 2022-05-30","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (28, 4050, '2022-05-30');"
"Add a new record to the products with values Laptop, 1300, 490","INSERT INTO products (name, price, stock) VALUES ('Laptop', 1300, 490);"
Change order date to 2022-03-20 in orders where order date is 2022-05-30,UPDATE orders SET order_date = '2022-03-20' WHERE order_date = '2022-05-30';
Change name to Jane Smith in employees where salary is 105000,UPDATE employees SET name = 'Jane' Smith WHERE salary = '105000';
"Add a new record to the products with values Desk Chair, 1600, 230","INSERT INTO products (name, price, stock) VALUES ('Desk Chair', 1600, 230);"
List all orders where order date is greater than 2022-05-30,SELECT * FROM orders WHERE order_date > 2022-05-30;
Remove records from orders where total amount is less than 850,DELETE FROM orders WHERE total_amount < 850;
List all customers where signup date is greater than 2022-03-10,SELECT * FROM customers WHERE signup_date > 2022-03-10;
Get order date and count of records from orders grouped by order date having count greater than 4,"SELECT order_date, COUNT(*) FROM orders GROUP BY order_date HAVING COUNT(*) > 4;"
"Add a new record to the employees with values Jane Smith, 41, HR, 60000","INSERT INTO employees (name, age, department, salary) VALUES ('Jane Smith', 41, 'HR', 60000);"
Remove records from employees where department is less than HR,DELETE FROM employees WHERE department < HR;
"Add a new record to the employees with values Alice Johnson, 43, Marketing, 65000","INSERT INTO employees (name, age, department, salary) VALUES ('Alice Johnson', 43, 'Marketing', 65000);"
List all employees,SELECT * FROM employees;
"Add a new record to the products with values Laptop, 1700, 90","INSERT INTO products (name, price, stock) VALUES ('Laptop', 1700, 90);"
List all order items where order id is greater than 79,SELECT * FROM order_items WHERE order_id > 79;
Get customer id and count of records from orders grouped by customer id having count greater than 7,"SELECT customer_id, COUNT(*) FROM orders GROUP BY customer_id HAVING COUNT(*) > 7;"
List all employees where age is greater than 60,SELECT * FROM employees WHERE age > 60;
Get stock and count of records from products grouped by stock having count greater than 7,"SELECT stock, COUNT(*) FROM products GROUP BY stock HAVING COUNT(*) > 7;"
"Add a new record to the employees with values Bob Lee, 26, Sales, 50000","INSERT INTO employees (name, age, department, salary) VALUES ('Bob Lee', 26, 'Sales', 50000);"
"Add a new record to the employees with values John Doe, 48, HR, 65000","INSERT INTO employees (name, age, department, salary) VALUES ('John Doe', 48, 'HR', 65000);"
Remove records from products where price is less than 1300,DELETE FROM products WHERE price < 1300;
"Add a new record to the products with values Smartphone, 600, 410","INSERT INTO products (name, price, stock) VALUES ('Smartphone', 600, 410);"
"Add a new record to the customers with values Emma Wilson, emma.wilson@example.com, 2020-12-30","INSERT INTO customers (name, email, signup_date) VALUES ('Emma Wilson', 'emma.wilson@example.com', '2020-12-30');"
Remove records from orders where total amount is less than 2250,DELETE FROM orders WHERE total_amount < 2250;
Change customer id to 47 in orders where customer id is 38,UPDATE orders SET customer_id = '47' WHERE customer_id = '38';
Change name to Carol King in employees where id is 1,UPDATE employees SET name = 'Carol' King WHERE id = '1';
